"Date","총지수","식료품","비주류음료","주류","담배","의류","신발","주택임차료","주거시설유지보수","수도및주거관련서비스","전기가스및기타연료","가구가사비품및카페트","가정용섬유제품","가정용기기","주방용품및가정용품","가정정원용공구및장비","일상생활용품및가사서비스","의료용품및장비","외래환자서비스","병원서비스","운송장비","개인운송장비운영","운송서비스","우편서비스","전화및팩스장비","전화및팩스서비스","음향영상사진및정보처리장비","기타오락및문화용주요내구재","기타오락용품조경용품및애완동물","오락및문화서비스","신문서적및문방구","단체여행","유치원및초등교육","중등교육","고등교육","기타교육","음식서비스","숙박서비스","미용용품및미용서비스","기타개인용품","기타서비스"
"2003-02",72.242,62.155,61.29,83.82,42.898,71.076,74.27,74.153,61.434,60.864,63.708,67.766,84.718,106.604,69.299,81.73,63.405,90.48,79.57,74.465,96.527,77.967,60.311,73.899,347.898,111.48,314.11,76.797,89.322,83.689,70.423,78.654,72.92,89.199,64.96,64.658,72.172,76.484,74.28,33.181,91.881
"2003-03",73.157,63.139,61.058,85.957,42.898,71.076,75.869,74.593,61.434,61.293,63.996,67.766,84.718,106.386,69.49,81.73,63.122,90.564,79.371,74.465,96.62,78.745,65.794,73.899,326.878,111.48,306.394,76.797,88.426,84.007,70.734,77.569,77.438,95.943,70.346,66.958,72.375,78.031,73.584,32.827,93.152
"2003-04",73.157,62.974,61.464,86.861,42.898,71.076,75.869,74.845,61.434,61.614,63.765,67.766,84.718,105.513,69.49,81.73,63.574,90.735,79.371,74.465,96.712,75.567,65.848,73.899,310.062,111.106,302.719,76.869,86.23,84.166,70.796,79.954,77.438,95.943,70.291,67.017,73.459,78.031,73.724,32.037,93.49
"2003-05",73.157,62.046,61.812,86.861,42.898,71.601,75.869,75.223,61.434,62.364,63.881,67.766,84.718,105.622,69.49,81.73,63.349,92.434,79.371,74.465,96.712,75.778,65.848,73.899,310.062,110.731,298.313,76.869,86.555,84.247,70.796,78.87,78.192,95.943,70.123,67.017,73.731,78.031,73.724,32.31,93.49
"2003-06",73.027,61.119,61.754,86.696,42.898,71.601,76.317,75.412,61.434,64.079,63.477,67.766,84.718,104.642,69.49,81.73,63.349,92.434,79.371,74.465,96.804,75.001,65.848,73.899,300.076,110.731,295.74,78.54,83.546,84.645,70.796,78.87,78.192,95.943,70.123,67.076,73.799,78.031,73.861,32.854,94.338
"2003-07",72.895,60.572,61.173,86.532,42.898,71.601,75.549,75.537,61.434,64.775,63.996,67.766,84.718,103.443,67.587,81.73,62.897,92.434,79.172,74.465,93.126,75.001,66.278,73.899,299.024,110.731,295.373,78.396,80.373,84.964,70.796,80.75,78.192,95.943,70.123,67.076,73.867,72.514,74.418,31.629,94.338
"2003-08",73.223,62.101,61.058,86.45,42.898,71.667,77.149,75.726,61.434,65.258,63.593,68.135,84.718,102.353,69.616,82.011,62.727,92.519,79.172,74.465,93.126,75.001,66.063,73.899,279.581,110.108,295.006,78.613,79.072,84.964,70.796,79.594,78.192,95.943,70.123,67.076,74.138,74.062,74.766,32.609,94.338
"2003-09",73.877,65.266,61.638,86.45,42.898,71.732,78.173,75.915,61.491,65.846,63.593,68.196,83.605,102.353,69.616,82.105,72.043,92.179,79.172,74.465,93.126,75.001,65.902,73.899,279.055,110.108,289.861,78.613,81.349,84.964,70.796,75.616,78.192,95.943,70.123,66.899,74.206,75.003,75.044,32.963,94.338
"2003-10",73.943,65.539,61.579,86.121,42.898,71.47,78.173,76.041,65.783,65.258,62.671,67.151,83.605,102.462,69.49,82.384,72.1,91.584,79.172,74.465,93.126,75.072,65.902,73.899,278.53,110.108,289.127,79.049,84.196,85.044,70.796,75.473,78.192,95.943,70.123,66.958,74.476,75.003,73.445,32.799,94.338
"2003-11",73.943,65.102,61.406,85.629,42.898,71.47,66.594,76.23,65.839,64.668,63.362,67.151,83.605,102.353,67.08,82.384,70.744,91.924,79.172,74.465,93.126,76.06,65.848,73.899,269.071,110.108,288.392,78.613,83.301,85.123,71.233,76.123,78.192,95.943,70.123,66.958,74.748,74.129,73.305,33.671,95.608
"2003-12",74.269,65.157,61.638,85.957,42.898,71.404,78.3,76.482,65.951,65.579,63.996,67.151,83.605,102.353,69.172,82.477,71.704,92.349,79.238,74.465,93.219,76.625,66.171,73.899,259.611,110.108,286.555,78.613,86.8,85.123,71.233,77.063,78.192,95.943,70.123,68.02,75.222,74.129,73.375,34.732,96.624
"2004-01",74.728,66.358,61.406,85.957,42.898,71.404,77.981,76.608,66.008,67.026,64.631,67.151,83.605,102.244,67.08,82.477,70.801,92.009,81.303,76.478,93.219,77.684,66.063,73.899,259.611,110.108,286.186,78.831,87.613,85.123,71.296,80.027,78.192,95.943,70.123,68.375,75.358,74.129,73.236,35.086,96.708
"2004-02",75.055,67.285,61.696,85.875,42.898,71.667,78.812,76.671,66.008,68.044,65.899,67.151,83.605,102.244,69.172,82.477,70.519,92.094,81.303,76.478,93.219,78.815,66.063,73.899,259.084,110.108,285.819,78.759,88.589,85.282,70.921,78.436,78.192,95.943,70.123,68.433,75.358,74.129,73.445,34.787,96.708
"2004-03",75.775,68.213,61.754,86.038,42.898,71.535,80.411,76.671,70.243,67.829,66.072,67.151,83.605,102.135,69.172,82.477,71.648,92.009,81.303,76.478,93.219,79.803,66.063,73.899,259.084,110.108,285.452,78.759,85.743,85.363,70.983,78.942,84.679,100.279,76.341,70.085,75.765,76.214,73.375,34.134,98.995
"2004-04",75.709,68.376,62.392,85.629,42.898,71.601,80.091,76.734,70.243,68.151,65.323,69.487,83.605,102.353,68.918,82.477,71.479,91.669,81.303,76.478,91.931,79.521,66.278,73.899,258.56,110.108,283.25,78.759,82.977,85.681,71.17,79.015,84.679,100.279,76.341,70.026,75.9,76.214,72.123,33.698,98.995
"2004-05",75.775,67.776,62.507,87.436,42.898,71.207,80.411,76.734,70.751,66.597,65.668,69.487,82.579,101.699,68.538,82.571,72.778,91.84,81.303,76.478,91.931,80.227,66.225,73.899,258.56,110.108,282.883,81.446,84.603,85.761,71.17,79.304,84.679,100.279,76.341,70.262,76.442,76.214,72.331,33.916,98.995
"2004-06",75.775,67.776,62.276,87.683,42.898,71.207,80.411,76.86,70.751,66.383,65.61,69.487,83.692,98.973,69.933,82.571,74.302,91.754,81.303,76.478,91.931,80.086,66.225,73.899,259.084,110.108,282.883,81.883,82.325,85.761,71.17,79.304,84.679,100.279,76.12,70.262,76.577,76.214,72.958,33.916,100.181
"2004-07",76.233,68.485,62.101,87.518,42.898,70.945,80.091,76.923,70.751,66.757,66.648,69.487,83.692,98.755,68.855,82.571,74.584,91.414,81.303,76.478,91.931,80.086,73.535,73.899,259.084,110.108,282.515,81.883,82.977,86,71.17,83.496,84.679,100.279,76.12,70.557,76.781,75.946,72.888,33.208,100.266
"2004-08",76.821,71.324,62.392,87.846,42.898,71.076,80.859,76.86,70.977,66.918,67.398,69.487,83.692,97.665,70.567,82.571,74.979,91.669,81.235,76.478,91.931,81.64,73.373,73.899,258.56,110.108,281.046,81.883,83.139,85.681,71.357,81.834,84.679,100.279,76.12,70.498,76.984,75.61,73.096,34.542,100.266
"2004-09",76.887,71.542,62.507,87.764,42.898,71.076,80.859,76.86,70.977,67.24,67.629,69.487,80.097,97.229,70.123,82.571,74.753,91.669,81.235,76.478,91.931,81.357,73.159,73.899,257.508,110.108,280.31,82.173,83.464,86,71.357,78.075,84.679,100.279,76.12,70.262,77.187,75.878,73.096,34.678,100.266
"2004-10",77.019,71.978,62.449,87.846,42.898,71.142,80.155,76.923,70.977,66.436,69.82,69.487,80.097,97.229,68.222,82.571,74.584,91.584,81.235,76.478,92.023,82.134,73.159,73.899,249.1,107.735,280.31,82.391,82.977,86.159,71.357,78.87,84.679,100.279,76.008,70.262,77.187,76.147,73.027,34.352,100.266
"2004-11",76.56,69.686,63.146,87.764,42.898,71.404,68.129,76.86,71.146,67.347,69.531,69.487,80.097,96.903,71.075,82.758,74.753,91.584,81.235,76.478,92.115,81.428,73.159,79.598,247.523,107.735,279.576,82.1,84.034,86.319,71.357,79.954,84.679,100.279,76.008,70.262,77.255,76.282,73.027,34.95,100.266
"2004-12",76.626,69.468,62.971,87.929,42.898,71.339,80.347,76.796,71.146,67.455,69.877,72.07,80.097,96.576,71.201,82.758,74.866,91.669,81.169,76.478,92.115,79.803,73.32,79.598,247.523,107.735,279.209,82.1,85.417,86.398,71.357,85.593,84.679,100.279,76.008,70.203,77.255,76.214,73.167,34.841,100.266
"2005-01",77.362,70.805,62.389,88.102,54.609,71.288,80.406,76.732,71.776,68.761,72.439,71.93,80.575,97.278,69.214,82.976,74.844,91.83,84.015,78.649,92.126,79.959,73.411,79.598,247.692,107.735,278.835,76.989,86.038,86.76,71.956,85.67,84.718,98.94,76.124,70.475,77.232,75.277,73.816,34.092,99.55
